MOF,MOFid,CO2_capacity_001,CO2_capacity_005,CO2_capacity_01,CO2_capacity_05,CO2_capacity_25,metal_node,organic_linker
hMOF-6001688,OC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C=CC=C(C(=O)[O-])O.[O].[V] MOFid-v1.rna.cat0;6001688,0.0136198,0.059553,0.15863,0.651078,3.16753,[V],"['OC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C=CC=C(C(=O)[O-])O', '[O]']"
hMOF-6001963,[O-]C(=O)C12C(C)C(C)C(C(C1C)(C)C)(C(C2C)(C)C)C(=O)[O-].[O-]C(=O)C12CC(C)C(C(C1C)C)(C(C2C)C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001963,0.239549,0.947787,1.13459,1.65109,1.57718,[V],"['[O-]C(=O)C12C(C)C(C)C(C(C1C)(C)C)(C(C2C)(C)C)C(=O)[O-]', '[O-]C(=O)C12CC(C)C(C(C1C)C)(C(C2C)C)C(=O)[O-]', '[O]']"
hMOF-6001603,CC(=C(C#CC(=O)[O-])C)C#CC(=O)[O-].Cc1cc(ccc1C#Cc1ccc(c(c1)C)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna,0.0139944,0.0819384,0.169556,0.877999,4.1821,[V],"['CC(=C(C#CC(=O)[O-])C)C#CC(=O)[O-]', 'Cc1cc(ccc1C#Cc1ccc(c(c1)C)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-1000226,N#Cc1c(cc(c(c1C#N)c1cc(C#N)c(cc1C#N)C(=O)[O-])C#N)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0574763,0.25155,0.56385,2.31506,6.00464,[V],"['N#Cc1c(cc(c(c1C#N)c1cc(C#N)c(cc1C#N)C(=O)[O-])C#N)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-6002307,[O-]C(=O)C12C(F)C(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-].[O-]C(=O)C12C(F)CC(C(C1F)(F)F)(CC2(F)F)C(=O)[O-].[O-]C(=O)C12CC(F)C(C(C1)F)(C(C2F)F)C(=O)[O-].[O-]C(=O)C12CCC(C(C1)(F)F)(CC2F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002307,0.664738,1.29301,1.59029,2.1421,2.54045,[V],"['[O-]C(=O)C12C(F)C(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-]', '[O-]C(=O)C12C(F)CC(C(C1F)(F)F)(CC2(F)F)C(=O)[O-]', '[O-]C(=O)C12CC(F)C(C(C1)F)(C(C2F)F)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)(F)F)(CC2F)C(=O)[O-]', '[O]']"
hMOF-6002374,[O-]C(=O)C#CC12[C](Br)C(Br)C(C([C]1Br)(Br)Br)(CC2(Br)Br)C#CC(=O)[O-].[O-]C(=O)C1=C[C]=C([C]=C1)c1cc(Br)c(cc1Br)c1ccc(c(c1)Br)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002374,0.0276555,0.122991,0.235002,0.982744,3.27808,[V],"['[O-]C(=O)C#CC12[C](Br)C(Br)C(C([C]1Br)(Br)Br)(CC2(Br)Br)C#CC(=O)[O-]', '[O-]C(=O)C1=C[C]=C([C]=C1)c1cc(Br)c(cc1Br)c1ccc(c(c1)Br)C(=O)[O-]', '[O]']"
hMOF-1002129,[O-]C(=O)C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0611202,0.263128,0.532471,1.96621,4.32227,[V],"['[O-]C(=O)C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6000645,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(C)cc3=C(C)C(=C([C]=c3c1cc2C)C(=O)[O-])C.[O].[V] MOFid-v1.rna.cat0;6000645,2.06976,3.60388,3.95002,6.04575,8.35563,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(C)cc3=C(C)C(=C([C]=c3c1cc2C)C(=O)[O-])C', '[O]']"
hMOF-6000280,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6000280,0.0982683,0.518566,0.86821,2.60878,4.5451,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O]']"
hMOF-6001810,CCCOc1c(OCCC)ccc2c1c(C(=O)[O-])c1ccccc1c2C(=O)[O-].CCCOC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O].[V] MOFid-v1.UNKNOWN.cat0;6001810,1.4128,2.26633,2.43312,2.99426,3.8323,[V],"['CCCOc1c(OCCC)ccc2c1c(C(=O)[O-])c1ccccc1c2C(=O)[O-]', 'CCCOC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O]']"
hMOF-6002314,[O-]C(=O)C12C(C)CC(C(C1C)(C)C)(C(C2C)(C)C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002314,0.146163,0.743271,0.844806,1.31409,1.41389,[V],"['[O-]C(=O)C12C(C)CC(C(C1C)(C)C)(C(C2C)(C)C)C(=O)[O-]', '[O]']"
hMOF-6003230,[O-]C(=O)C#CC12C3C4(C2C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br.[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Br.[O].[V] MOFid-v1.rna.cat0;6003230,0.0126912,0.0745271,0.162556,0.660888,3.07627,[V],"['[O-]C(=O)C#CC12C3C4(C2C2(C1C3(C42C#CC(=O)[O-])Br)Br)Br', '[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Br', '[O]']"
hMOF-6000897,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1C)C)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000897,0.0425892,0.21201,0.354988,1.64881,5.41211,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1C)C)C#CC(=O)[O-]', '[O]']"
hMOF-1002608,CCCC1=C[C]=c2c(=C1C[CH2])c(C(=O)[O-])c1c(c2C(=O)[O-])c(C[CH2])ccc1.[O-][C]=O.[O].[V] MOFid-v1.cpf.cat0,1.24474,1.25037,1.24536,1.40861,1.5227,[V],"['CCCC1=C[C]=c2c(=C1C[CH2])c(C(=O)[O-])c1c(c2C(=O)[O-])c(C[CH2])ccc1', '[O-][C]=O', '[O]']"
hMOF-6001283,CCCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1OCCC)O[CH2].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001283,1.39791,2.11044,2.56116,3.22795,3.83346,[V],"['CCCOc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])ccc(c1OCCC)O[CH2]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-6002302,N=NC(=C(C#CC(=O)[O-])N=N)C#CC(=O)[O-].N=NC1CC2(CC(C1(CC2(N=N)N=N)C(=O)[O-])N=N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002302,0.0143901,0.0653233,0.133297,0.699243,3.3241,[V],"['N=NC(=C(C#CC(=O)[O-])N=N)C#CC(=O)[O-]', 'N=NC1CC2(CC(C1(CC2(N=N)N=N)C(=O)[O-])N=N)C(=O)[O-]', '[O]']"
hMOF-6004785,Oc1cc(C(=O)[O-])c(c(c1C1=NN2N3N=C(N(N1N=C2c1c(O)cc(c(c1O)O)C(=O)[O-])N=C3c1cc(O)c(c(c1O)O)C(=O)[O-])c1ccc(c(c1)O)C(=O)[O-])O)O.[O].[V] MOFid-v1.UNKNOWN.cat0;6004785,0.170843,0.759429,1.32841,3.81346,5.62544,[V],"['Oc1cc(C(=O)[O-])c(c(c1C1=NN2N3N=C(N(N1N=C2c1c(O)cc(c(c1O)O)C(=O)[O-])N=C3c1cc(O)c(c(c1O)O)C(=O)[O-])c1ccc(c(c1)O)C(=O)[O-])O)O', '[O]']"
hMOF-6001209,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001209,0.0166893,0.0808286,0.178019,0.813522,4.32679,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C(=O)[O-]', '[O]']"
hMOF-6000565,COc1cc(C(=O)[O-])c(c2c1c(OC)c(cc2OC)C(=O)[O-])OC.[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000565,0.448307,1.28389,1.87225,3.9247,7.0705,[V],"['COc1cc(C(=O)[O-])c(c2c1c(OC)c(cc2OC)C(=O)[O-])OC', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-1002913,CCc1c(CC)c2c3cc(cc(c3ccc2c2c1ccc(c2CC)C(=O)[O-])CC)C(=O)[O-].CCc1cc(cc2c1c(CC)cc1c2cc(c2c1c(CC)c(cc2CC)C(=O)[O-])CC)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,3.77473,5.02222,5.55748,6.98453,7.52176,[V],"['CCc1c(CC)c2c3cc(cc(c3ccc2c2c1ccc(c2CC)C(=O)[O-])CC)C(=O)[O-]', 'CCc1cc(cc2c1c(CC)cc1c2cc(c2c1c(CC)c(cc2CC)C(=O)[O-])CC)C(=O)[O-]', '[O]']"
hMOF-6004824,[O-]C(=O)C1=C[C]=C(C=C1)C=CC1=[C]C(=C(C=C1)C(=O)[O-])Cl.[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1ccc(c(c1Cl)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004824,0.0246761,0.129313,0.243929,1.24958,5.0439,[V],"['[O-]C(=O)C1=C[C]=C(C=C1)C=CC1=[C]C(=C(C=C1)C(=O)[O-])Cl', '[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1ccc(c(c1Cl)Cl)C(=O)[O-]', '[O]']"
hMOF-6000665,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000665,0.0131975,0.0637031,0.111671,0.579419,3.41662,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-]', '[O]']"
hMOF-6002939,CCC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002939,0.0208258,0.0919383,0.204702,0.944527,3.16755,[V],"['CCC12C3C4C2(C2C1C3(C42)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6003153,[O-]C(=O)C12C3C4C1(C)C1(C2(C3(C41C(=O)[O-])C)C)C.[O-]C(=O)C12CCC(C(C1C)C)(C(C2C)(C)C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003153,0.0500797,0.257359,0.686033,1.61357,2.52641,[V],"['[O-]C(=O)C12C3C4C1(C)C1(C2(C3(C41C(=O)[O-])C)C)C', '[O-]C(=O)C12CCC(C(C1C)C)(C(C2C)(C)C)C(=O)[O-]', '[O]']"
hMOF-6001255,CCc1cccc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001255,0.546449,1.39806,1.69949,2.95512,6.05873,[V],"['CCc1cccc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-6001565,N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001565,0.010894,0.0570504,0.111234,0.573944,3.13347,[V],"['N=NC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-6002174,[O-]C(=O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002174,0.00463834,0.0233934,0.0588868,0.213767,0.963767,[V],"['[O-]C(=O)C(=O)[O-]', '[O]']"
hMOF-6003391,CCCOC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])OCCC.[O-]C(=O)C=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003391,0.032169,0.150053,0.318162,1.27348,3.02285,[V],"['CCCOC12C3C4C1(C#CC(=O)[O-])C1C2(C3(C41)C#CC(=O)[O-])OCCC', '[O-]C(=O)C=CC(=O)[O-]', '[O]']"
hMOF-6003981,BrC1[C]=C([C]C2=[C]C(=C(C=C12)C(=O)[O-])Br)C(=O)[O-].BrBr.[O-]C(=O)C1=[C][C]=C(C=[C]1)[C]=Cc1ccc(c(c1)Br)C(=O)[O-].BrBr.[O].[V] MOFid-v1.rna.cat0;6003981,0.0496478,0.256923,0.479771,2.22518,5.82163,[V],"['BrC1[C]=C([C]C2=[C]C(=C(C=C12)C(=O)[O-])Br)C(=O)[O-]', 'BrBr', '[O-]C(=O)C1=[C][C]=C(C=[C]1)[C]=Cc1ccc(c(c1)Br)C(=O)[O-]', 'BrBr', '[O]']"
hMOF-6001733,[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001733,0.0182293,0.110027,0.218426,1.06772,4.75785,[V],"['[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)C(=O)[O-]', '[O]']"
hMOF-6000638,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1cc2)c(F)c(c(c3F)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000638,0.222489,0.999715,1.76192,4.94889,9.15411,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1cc2)c(F)c(c(c3F)F)C(=O)[O-]', '[O]']"
hMOF-1002448,N#CC(=CC(=O)[O-])C=C(C(=O)[O-])C#N.N#Cc1cc2cc(C(=O)[O-])c(cc2cc1C(=O)[O-])C#N.[O].[V] MOFid-v1.rna.cat0,0.0431432,0.201902,0.412517,2.8126,7.93644,[V],"['N#CC(=CC(=O)[O-])C=C(C(=O)[O-])C#N', 'N#Cc1cc2cc(C(=O)[O-])c(cc2cc1C(=O)[O-])C#N', '[O]']"
hMOF-1002768,Cc1ccc2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)ccc1C.[O-]C(=O)c1cc(C)c2c(c1)ccc(c2C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,2.27728,3.35795,3.76807,4.56103,5.27393,[V],"['Cc1ccc2c(c1C)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)ccc1C', '[O-]C(=O)c1cc(C)c2c(c1)ccc(c2C)C(=O)[O-]', '[O]']"
hMOF-1001392,[O-]C(=O)C1=C2[C](F)C(C2=C(C=[C]1)C(=O)[O-])(F)F.[O-]C(=O)C=CC(=CC(=O)[O-])F.[O].[V] MOFid-v1.rna.cat0,0.0502555,0.258269,0.571383,2.93732,6.17596,[V],"['[O-]C(=O)C1=C2[C](F)C(C2=C(C=[C]1)C(=O)[O-])(F)F', '[O-]C(=O)C=CC(=CC(=O)[O-])F', '[O]']"
hMOF-1001226,COC(=CC=CC(=O)[O-])C(=O)[O-].COc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0643101,0.274405,0.595269,2.19478,6.96013,[V],"['COC(=CC=CC(=O)[O-])C(=O)[O-]', 'COc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]', '[O]']"
hMOF-1002316,[O-]C(=O)c1cc2c(Cl)cc(c(c2cc1Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.17018,0.893757,1.6468,4.43361,7.19399,[V],"['[O-]C(=O)c1cc2c(Cl)cc(c(c2cc1Cl)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)ccc(c2Cl)C(=O)[O-]', '[O]']"
hMOF-6002204,[O-]C(=O)C12CC(N)(N)C(C(C1N)N)(C(C2N)(N)N)C(=O)[O-].[O-]C(=O)C12CCC(C(C1)N)(C(C2)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002204,0.0160656,0.0754139,0.174643,0.501058,1.29716,[V],"['[O-]C(=O)C12CC(N)(N)C(C(C1N)N)(C(C2N)(N)N)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)N)(C(C2)N)C(=O)[O-]', '[O]']"
hMOF-6001449,OC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)c1ccc(c(c1)O)c1cc(O)c(cc1O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001449,0.0179111,0.0710196,0.136416,0.722067,3.72613,[V],"['OC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)O)c1cc(O)c(cc1O)C(=O)[O-]', '[O]']"
hMOF-1002563,[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.09453,2.29556,2.47521,3.35541,4.06242,[V],"['[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-1000219,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C1=CC=C(C[CH]1)c1cc(c2ccccc2)c(c(c1C1=CC=CC=[C]1)c1ccccc1)c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0381081,0.201609,0.38962,1.48242,3.05134,[V],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C1=CC=C(C[CH]1)c1cc(c2ccccc2)c(c(c1C1=CC=CC=[C]1)c1ccccc1)c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-6003399,[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C=CC=C(C(=O)[O-])Cl.[O].[V] MOFid-v1.rna.cat0;6003399,0.0313493,0.168286,0.401963,1.75383,6.4164,[V],"['[O-]C(=O)C#CC12C3C4C2(C2(C1(C3C42C#CC(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)C=CC=C(C(=O)[O-])Cl', '[O]']"
hMOF-6003689,[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Cl.[O-]C(=O)C#CC12CC(Cl)C(C(C1)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003689,0.0264287,0.146573,0.291627,1.39054,5.58511,[V],"['[O-]C(=O)C#CC12C3C4C2C2(C1C3C42C#CC(=O)[O-])Cl', '[O-]C(=O)C#CC12CC(Cl)C(C(C1)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]', '[O]']"
hMOF-6002639,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C#CC12CC(O)C(C(C1)(O)O)(C(C2O)O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002639,0.0117809,0.0629018,0.11844,0.584208,3.51577,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12CC(O)C(C(C1)(O)O)(C(C2O)O)C#CC(=O)[O-]', '[O]']"
hMOF-6003799,OC(=C(c1cc(O)c(cc1O)C(=O)[O-])O)c1ccc(c(c1)O)C(=O)[O-].Oc1cc(ccc1c1ccc(c(c1O)O)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003799,0.0244248,0.108949,0.220563,1.14249,5.22246,[V],"['OC(=C(c1cc(O)c(cc1O)C(=O)[O-])O)c1ccc(c(c1)O)C(=O)[O-]', 'Oc1cc(ccc1c1ccc(c(c1O)O)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', '[O]']"
hMOF-1001290,[O-]C(=O)C=CC(=CC(=O)[O-])Cl.[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0501663,0.222404,0.364542,1.8595,5.59578,[V],"['[O-]C(=O)C=CC(=CC(=O)[O-])Cl', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6004809,Nc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(N)c(c(c1N)N)C(=O)[O-])N)N.[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])N)N)N.[O].[V] MOFid-v1.rna.cat0;6004809,0.0290073,0.152893,0.267109,1.33011,5.42059,[V],"['Nc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1cc(N)c(c(c1N)N)C(=O)[O-])N)N', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])N)N)N', '[O]']"
hMOF-6002068,Fc1c(C#Cc2ccc(c(c2)F)C(=O)[O-])c(F)c(c(c1F)C(=O)[O-])F.[O-]C(=O)C12CC(F)C(C(C1)(F)F)(C(C2F)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002068,0.0812095,0.292064,0.577992,2.06253,6.52744,[V],"['Fc1c(C#Cc2ccc(c(c2)F)C(=O)[O-])c(F)c(c(c1F)C(=O)[O-])F', '[O-]C(=O)C12CC(F)C(C(C1)(F)F)(C(C2F)F)C(=O)[O-]', '[O]']"
hMOF-1000331,[O-]C(=O)C#Cc1ccc(c(c1)O)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(c(c1O)O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0191771,0.1163,0.202287,1.01515,4.16514,[V],"['[O-]C(=O)C#Cc1ccc(c(c1)O)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(c(c1O)O)C#CC(=O)[O-]', '[O]']"
hMOF-6001476,BrC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C1=C2[CH]C(C2=C(C=[C]1)C(=O)[O-])(Br)Br.[O].[V] MOFid-v1.rna.cat0;6001476,0.0221442,0.109302,0.229392,1.04461,4.0876,[V],"['BrC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C1=C2[CH]C(C2=C(C=[C]1)C(=O)[O-])(Br)Br', '[O]']"
hMOF-6003718,COC12C3C4(C1C1(C2(C3(C41)OC)C#CC(=O)[O-])OC)C#CC(=O)[O-].COC12C3C4C2(C2C1C3(C42OC)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003718,0.0547479,0.306904,0.540109,2.23168,4.74289,[V],"['COC12C3C4(C1C1(C2(C3(C41)OC)C#CC(=O)[O-])OC)C#CC(=O)[O-]', 'COC12C3C4C2(C2C1C3(C42OC)C(=O)[O-])C(=O)[O-]', '[O]']"
hMOF-6000658,[O-]C(=O)C#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6000658,0.00015394,0.00015394,0.00015394,0.00215516,0.0107758,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O]']"
hMOF-6002415,NC1C(N)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2N)N)N)N.[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002415,0.0441651,0.212854,0.401364,1.90965,5.5383,[V],"['NC1C(N)C2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2N)N)N)N', '[O-]C(=O)C#CC(=O)[O-]', '[O]']"
hMOF-1003064,N[NH2]c1c2c3[C]=C(C=C(c3ccc2c2c(c1N)c(N)cc(c2)C(=O)[O-])N)C(=O)[O-].[O-]C(=O)C=CC=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.02932,2.64943,3.12753,5.22216,7.92492,[V],"['N[NH2]c1c2c3[C]=C(C=C(c3ccc2c2c(c1N)c(N)cc(c2)C(=O)[O-])N)C(=O)[O-]', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O]']"
hMOF-6001271,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001271,0.00495545,0.0313845,0.0803885,0.324582,1.86766,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-1001397,BrC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])Br.[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.12553,0.602481,1.09113,3.1995,4.53736,[V],"['BrC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])Br', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]', '[O]']"
hMOF-1001082,ClC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])Cl.[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.0930608,0.509896,1.14155,3.88684,5.81436,[V],"['ClC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])Cl', '[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-]', '[O]']"
hMOF-6000774,CCOC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6000774,0.0182234,0.084017,0.170401,0.967971,5.02469,[V],"['CCOC1Cc2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']"
hMOF-6000424,[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C=CC(=CC(=O)[O-])N.[O].[V] MOFid-v1.rna.cat0;6000424,0.0102931,0.0567591,0.103225,0.568767,3.5967,[V],"['[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C=CC(=CC(=O)[O-])N', '[O]']"
hMOF-6004524,[O-]C(=O)C1=CC2=C([C]=C1)C(=C(C(=[C]2)F)C(=O)[O-])F.[O-]C(=O)c1ccc(c(c1F)F)C1=N[N]C(=N[N]1)c1c(F)cc(c(c1F)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004524,0.0347812,0.175599,0.347504,1.87911,6.80018,[V],"['[O-]C(=O)C1=CC2=C([C]=C1)C(=C(C(=[C]2)F)C(=O)[O-])F', '[O-]C(=O)c1ccc(c(c1F)F)C1=N[N]C(=N[N]1)c1c(F)cc(c(c1F)F)C(=O)[O-]', '[O]']"
